EmployeeID,Salary,Age,YearsExperience
3793,161717,45,23
3794,192002,57,16
3795,111835,55,18
3796,152232,55,19
3797,191162,40,12
3798,187547,38,2
3799,179960,26,26
3800,73732,46,10
3801,76305,39,12
3802,39346,29,14
3803,30587,48,18
3804,42763,36,19
3805,99615,34,6
3806,197188,37,5
3807,150987,43,27
3808,121353,41,16
3809,125648,34,14
3810,55556,41,13
3811,89042,23,21
3812,48099,56,2
3813,139089,40,2
3814,174302,58,12
3815,190081,27,1
3816,63866,35,19
3817,135400,25,28
3818,114246,43,28
3819,106975,57,27
3820,111557,55,16
3821,167488,48,7
3822,102516,28,27
3823,179130,24,21
3824,62602,54,7
3825,188588,23,16
3826,159295,37,25
3827,117969,46,6
3828,162161,36,18
3829,198418,45,1
3830,171559,36,1
3831,30155,52,26
3832,153950,35,25
3833,97494,35,14
3834,106229,27,6
3835,134648,35,6
3836,68547,38,4
3837,58795,39,12
3838,51447,41,18
3839,197670,38,10
3840,117960,37,3
3841,93278,53,3
3842,85077,30,8
3843,142782,48,22
3844,132932,54,23
3845,170600,31,25
3846,139869,38,1
3847,169251,57,18
3848,78781,38,15
3849,185024,39,25
3850,83798,44,21
3851,128696,55,20
3852,80939,29,17
3853,59516,34,25
3854,171521,44,11
3855,80290,41,13
3856,156688,43,25
3857,116661,44,20
3858,102954,56,25
3859,52746,24,10
3860,97990,55,13
3861,88810,54,17
3862,148362,38,21
3863,176295,40,1
3864,163669,51,20
3865,32659,44,16
3866,116516,36,16
3867,104567,35,28
3868,45037,23,21
3869,156498,39,27
3870,42109,27,3
3871,52010,53,2
3872,38787,42,6
3873,169544,49,11
3874,184455,48,29
3875,91709,23,3
3876,64518,54,26
3877,83909,37,1
3878,48351,43,11
3879,45282,34,13
3880,182850,23,5
3881,185336,35,18
3882,35075,59,15
3883,58365,49,18
3884,41002,28,15
3885,43947,39,20
3886,124840,57,20
3887,146219,57,20
3888,108610,25,7
3889,82142,51,17
3890,86307,45,29
3891,165565,41,8
3892,80085,52,28
3893,64228,45,13
3894,192727,28,26
3895,73472,47,16
3896,79437,34,25
3897,89711,29,10
3898,167888,26,29
3899,107175,34,14
3900,94307,50,6
3901,76733,41,20
3902,158202,35,22
3903,125028,53,26
3904,172312,48,7
3905,122493,46,6
3906,155149,25,27
3907,193834,42,17
3908,38259,39,21
3909,158775,36,24
3910,44849,59,8
3911,111768,45,12
3912,136108,29,26
3913,119709,49,25
3914,84869,42,4
3915,156888,37,10
3916,93095,37,6
3917,147886,56,7
3918,100910,38,21
3919,53567,30,27
3920,65292,56,8
3921,104813,50,3
3922,127136,39,8
3923,81631,33,15
3924,39885,40,21
3925,96314,43,1
3926,95087,36,13
3927,190237,22,22
3928,125998,23,18
3929,79812,29,15
3930,88643,43,7
3931,74900,46,15
3932,168923,23,25
3933,46288,30,3
3934,102692,30,26
3935,168440,34,14
3936,115436,27,20
3937,76403,51,4
3938,121170,36,4
3939,39168,36,3
3940,79879,28,5
3941,89871,32,25
3942,62174,59,11
3943,167653,23,8
3944,140155,31,26
3945,101853,38,2
3946,94046,28,28
3947,79678,25,16
3948,56649,56,25
3949,157795,57,28
3950,118668,52,10
3951,175639,46,18
3952,119906,34,7
3953,126019,39,5
3954,108002,42,29
3955,58803,22,7
3956,179302,57,21
3957,178934,29,28
3958,192331,42,6
3959,60795,42,24
3960,38770,48,1
3961,41093,40,29
3962,161265,44,11
3963,130311,56,13
3964,47569,26,12
3965,41190,29,1
3966,92824,32,21
3967,193399,37,15
3968,72070,45,1
3969,70197,42,3
3970,32261,44,26
3971,187584,59,15
3972,167788,29,9
3973,116795,28,14
3974,58933,23,29
3975,165450,51,23
3976,70583,34,28
3977,142082,44,22
3978,115371,50,24
3979,190105,59,8
3980,185072,58,22
3981,141032,41,4
3982,72604,54,20
3983,125074,50,20
3984,103869,36,6
3985,35410,44,1
3986,113375,24,28
3987,126055,58,18
3988,167868,50,6
3989,116716,29,14
3990,84245,43,11
3991,73056,50,17
3992,178781,23,9
3993,88557,22,28
3994,47543,41,22
3995,198490,42,7
3996,126038,58,14
3997,177796,29,28
3998,33828,48,17
3999,146656,56,8
4000,47087,27,28
4001,173677,40,16
4002,61337,39,12
4003,166554,22,12
4004,95333,46,28
4005,166535,48,28
4006,100448,28,5
4007,34648,50,5
4008,160576,52,14
4009,63623,57,6
4010,65634,40,7
4011,144598,27,23
4012,79334,46,21
4013,98648,52,17
4014,52054,30,27
4015,100028,41,9
4016,52207,31,22
4017,111554,58,13
4018,182458,48,9
4019,113276,34,27
4020,82781,23,16
4021,91035,42,4
4022,38210,54,2
4023,74363,45,13
4024,108279,55,13
4025,183504,30,19
4026,164393,23,12
4027,111348,51,4
4028,198455,43,10
4029,143816,32,16
4030,153053,38,28
4031,196892,57,24
4032,96262,34,19
4033,164832,28,8
4034,183262,37,6
4035,97411,54,4
4036,53377,22,7
4037,68211,32,14
4038,33744,27,27
4039,54995,41,13
4040,178049,56,21
4041,64542,58,5
4042,40651,47,9
4043,129239,33,29
4044,108931,51,3
4045,132112,49,10
4046,46715,48,15
4047,185378,40,20
4048,180158,26,21
4049,175448,26,17
4050,91350,48,23
4051,101425,49,24
4052,197708,47,6
4053,116120,48,25
4054,144889,42,3
4055,195682,22,18
4056,171130,49,5
4057,104637,36,13
4058,100194,38,25
4059,106917,47,27
4060,94200,41,1
4061,135848,46,17
4062,136022,34,26
4063,178226,54,3
4064,180611,46,26
4065,90058,29,19
4066,92068,26,21
4067,129932,27,20
4068,191445,44,22
4069,194226,51,12
4070,167103,35,8
4071,52785,44,8
4072,189741,32,15
4073,124475,52,11
4074,32282,27,20
4075,195696,32,1
4076,97534,34,29
4077,192777,33,16
4078,199316,23,14
4079,104964,56,7
4080,198509,57,6
4081,149006,38,21
4082,80583,49,4
4083,68392,49,22
4084,37461,43,8
4085,130123,59,22
4086,40516,28,19
4087,178586,36,25
4088,151251,53,3
4089,197340,32,4
4090,197860,45,13
4091,92493,24,21
4092,66027,51,27
4093,123547,27,2
4094,130127,23,11
4095,178930,35,16
4096,109003,39,10
4097,69758,52,15
4098,84312,34,27
4099,98670,47,10
4100,112279,33,2
4101,45434,39,6
4102,105769,30,14
4103,96677,42,2
4104,113555,45,10
4105,158379,55,17
4106,131665,29,8
4107,98803,54,26
4108,121703,44,16
4109,51312,34,14
4110,147961,35,10
4111,70379,35,13
4112,47297,37,1
4113,32011,59,10
4114,150234,47,22
4115,74014,47,12
4116,172810,22,17
4117,124333,53,24
4118,41120,36,14
4119,169839,42,5
4120,52852,39,19
4121,109239,51,5
4122,162001,34,15
4123,121575,45,13
4124,125040,51,17
4125,178510,23,1
4126,35744,40,28
4127,168141,46,14
4128,72359,35,4
4129,180871,27,25
4130,128746,33,9
4131,150906,41,17
4132,37597,44,3
4133,77093,51,13
4134,198298,51,12
4135,144650,59,16
4136,187489,51,4
4137,179765,51,18
4138,150956,57,23
4139,145598,55,3
4140,163241,37,17
4141,183124,45,1
4142,38036,35,19
4143,61778,47,22
4144,188806,29,4
4145,184245,35,17
4146,191475,52,7
4147,167416,23,2
4148,48800,25,12
4149,55372,22,5
4150,91516,41,16
4151,50538,35,8
4152,93918,46,23
4153,176045,46,27
4154,101155,24,28
4155,89500,26,8
4156,197647,59,13
4157,140659,47,26
4158,57716,59,14
4159,164308,59,11
4160,176920,25,6
4161,32352,28,16
4162,163004,51,23
4163,106449,51,25
4164,38556,40,22
4165,116836,56,25
4166,166570,54,15
4167,80098,54,16
4168,142169,35,13
4169,170641,59,12
4170,156060,31,18
4171,160544,49,29
4172,30340,35,18
4173,112302,57,14
4174,30138,59,2
4175,161430,37,22
4176,149619,42,2
4177,115376,49,3
4178,129931,54,29
4179,191726,27,24
4180,186951,36,8
4181,111532,24,11
4182,85778,56,12
4183,67772,35,4
4184,88478,23,9
4185,56762,50,24
4186,174355,25,17
4187,85568,47,24
4188,115090,33,16
4189,50219,23,17
4190,87169,38,15
4191,104965,56,20
4192,114754,31,26
4193,107988,43,22
4194,180023,42,7
4195,162379,36,10
4196,110388,56,29
4197,120768,42,4
4198,65428,42,24
4199,122021,42,24
4200,148418,53,14
4201,162212,26,14
4202,185914,30,14
4203,56421,39,25
4204,31708,42,14
4205,164702,29,22
4206,180667,55,20
4207,106021,31,18
4208,189380,45,15
4209,74789,45,23
4210,56086,53,26
4211,46859,54,19
4212,37684,59,27
4213,121088,55,13
4214,162279,32,12
4215,76099,52,19
4216,96093,39,19
4217,190761,44,20
4218,78651,43,2
4219,43893,39,29
4220,96418,41,29
4221,155074,34,21
4222,133065,22,3
4223,160351,25,10
4224,68635,45,5
4225,125071,57,12
4226,108518,57,29
4227,136233,23,7
4228,133651,49,9
4229,102805,47,2
4230,189136,44,25
4231,152813,36,10
4232,109063,57,6
4233,32454,48,12
4234,50878,27,6
4235,174063,56,27
4236,98344,59,3
4237,134946,56,10
4238,66593,57,29
4239,66304,31,9
4240,191458,51,20
4241,143613,59,5
4242,182155,50,3
4243,48354,25,5
4244,52190,26,8
4245,36142,25,8
4246,189470,57,14
4247,71862,37,24
4248,180575,46,22
4249,155438,35,17
4250,78456,32,11
4251,130167,50,26
4252,112035,55,16
4253,38016,43,28
4254,32384,35,6
4255,176144,45,28
4256,132239,47,11
4257,141431,57,10
4258,110018,37,23
4259,70510,59,9
4260,51826,53,28
4261,98026,27,24
4262,151668,55,27
4263,186590,29,28
4264,54045,51,24
4265,120102,48,15
4266,81919,28,7
4267,129441,48,18
4268,188175,46,1
4269,197260,36,15
4270,166917,46,2
4271,197746,43,22
4272,148325,39,29
4273,49337,33,2
4274,183385,44,10
4275,188015,46,20
4276,107949,31,15
4277,30276,51,10
4278,81151,31,19
4279,178683,55,22
4280,173016,34,28
4281,82887,50,28
4282,111442,59,13
4283,79847,30,24
4284,88653,34,11
4285,86622,58,22
4286,57810,35,2
4287,107842,58,21
4288,152225,30,27
4289,40503,29,13
4290,114761,24,22
4291,198048,54,25
4292,156439,53,22
4293,41590,28,26
4294,171958,40,21
4295,173938,55,1
4296,96624,35,26
4297,193864,40,5
4298,170836,47,21
4299,150356,38,22
4300,72727,49,7
4301,108471,40,13
4302,38068,48,13
4303,146923,40,20
4304,168367,54,23
4305,41390,28,21
4306,136752,50,6
4307,181203,26,20
4308,124754,51,12
4309,105969,29,8
4310,176110,33,9
4311,107064,34,18
4312,51281,47,28
4313,84189,39,11
4314,78511,41,20
4315,152115,37,11
4316,38605,58,24
4317,130318,24,24
4318,162453,48,15
4319,49810,36,9
4320,185394,55,3
4321,71869,43,17
4322,62955,44,25
4323,91388,25,17
4324,40207,44,3
4325,189292,30,19
4326,52031,45,9
4327,110807,42,17
4328,101312,37,23
4329,89766,46,18
4330,173521,47,23
4331,119833,30,15
4332,141041,36,1
4333,146185,54,29
4334,40350,22,26
4335,130859,26,10
4336,98487,30,8
4337,178694,27,10
4338,153853,49,29
4339,83117,47,26
4340,131084,49,2
4341,53782,36,19
4342,58454,27,14
4343,97904,48,8
4344,159936,59,19
4345,176664,25,1
4346,183245,32,16
4347,194276,42,25
4348,196668,51,24
4349,195396,39,15
4350,152258,56,20
4351,141668,24,24
4352,154184,33,5
4353,191822,48,3
4354,46566,51,17
4355,168262,42,29
4356,68333,59,10
4357,151929,42,5
4358,119571,59,11
4359,150263,36,6
4360,162661,39,4
4361,55235,50,7
4362,30159,59,19
4363,173217,42,7
4364,192993,38,14
4365,134859,39,17
4366,177309,58,23
4367,137507,59,17
4368,169316,33,13
4369,44743,32,27
4370,76101,41,1
4371,151534,30,2
4372,114227,22,18
4373,101126,24,4
4374,86071,42,13
4375,104763,44,1
4376,173309,30,4
4377,176721,40,2
4378,198785,40,4
4379,76154,44,16
4380,37016,48,4
4381,119678,48,25
4382,142056,57,9
4383,84238,33,17
4384,88608,48,21
4385,119081,55,23
4386,192969,54,20
4387,80961,49,28
4388,56917,52,21
4389,183808,53,2
4390,57990,41,3
4391,92551,56,23
4392,183512,52,26
4393,196277,52,29
4394,110811,59,15
4395,85103,43,7
4396,136122,30,4
4397,49008,30,12
4398,62402,36,1
4399,166865,34,17
4400,166643,43,4
4401,177281,37,4
4402,143550,53,22
4403,121218,23,23
4404,163296,47,25
4405,150779,35,9
4406,159714,59,26
4407,62441,55,28
4408,92368,29,28
4409,122122,57,21
4410,74760,42,10
4411,53478,49,27
4412,157881,27,19
4413,101854,41,19
4414,124230,52,15
4415,115716,54,22
4416,173252,28,17
4417,128538,29,7
4418,45372,30,3
4419,59796,23,5
4420,128826,38,16
4421,150592,58,23
4422,123635,38,7
4423,141022,59,16
4424,84040,56,9
4425,105357,51,1
4426,108356,27,3
4427,46211,25,25
4428,135426,58,8
4429,35842,56,18
4430,96852,30,24
4431,155737,27,24
4432,75968,34,18
4433,47508,43,24
4434,183077,49,19
4435,84575,51,7
4436,180043,57,29
4437,186671,23,25
4438,96914,57,20
4439,97055,29,27
4440,117697,30,6
4441,136239,22,25
4442,153106,34,27
4443,35355,36,11
4444,84120,53,5
4445,68342,55,12
4446,32257,52,1
4447,57364,35,19
4448,186044,35,11
4449,141715,50,15
4450,56654,40,25
4451,111423,48,16
4452,59320,30,3
4453,50808,58,11
4454,82389,58,11
4455,148581,49,10
4456,157927,45,2
4457,64773,49,20
4458,188819,57,5
4459,106396,39,23
4460,137692,46,23
4461,87505,56,25
4462,115896,25,29
4463,48135,35,8
4464,120887,47,13
4465,152118,29,15
4466,77377,45,2
4467,184626,37,12
4468,92491,41,24
4469,88283,36,8
4470,46923,28,21
4471,77591,38,29
4472,92261,43,19
4473,84336,43,25
4474,104083,33,28
4475,90948,39,23
4476,194074,36,1
4477,56672,58,8
4478,34213,37,10
4479,171365,26,13
4480,92507,23,5
4481,87134,49,22
4482,163172,48,9
4483,58172,52,10
4484,50132,57,14
4485,48199,22,24
4486,66609,50,11
4487,169088,22,14
4488,61881,29,3
4489,54472,37,29
4490,197093,49,21
4491,84131,43,16
4492,185159,39,20
4493,42828,43,17
4494,126664,33,5
4495,162473,40,26
4496,45193,46,7
4497,181379,26,17
4498,132518,55,20
4499,49611,31,22
4500,173022,28,11
4501,106240,58,12
4502,32745,36,25
4503,85243,45,27
4504,33866,47,24
4505,193317,47,2
4506,158681,47,27
4507,101354,31,19
4508,81374,38,26
4509,144397,35,29
4510,154577,23,5
4511,191188,34,11
4512,111029,48,23
4513,123574,30,19
4514,181519,28,28
4515,60431,31,7
4516,178980,30,21
4517,59336,43,26
4518,70992,44,22
4519,85350,28,6
4520,99561,30,11
4521,81955,48,27
4522,91240,45,14
4523,181165,50,28
4524,167227,38,4
4525,76607,41,28
4526,194559,28,8
4527,182035,28,9
4528,82870,49,2
4529,94110,40,25
4530,182008,41,11
4531,146895,28,28
4532,34426,27,20
4533,57606,46,22
4534,58151,34,7
4535,41308,43,4
4536,120306,38,24
4537,136984,43,29
4538,32204,55,14
4539,122769,29,26
4540,117265,39,24
4541,61131,45,1
4542,82428,23,24
4543,63870,23,26
4544,133547,48,12
4545,79067,35,19
4546,142217,33,5
4547,182679,53,26
4548,186040,49,8
4549,128934,49,11
4550,172980,46,22
4551,187495,25,4
4552,104707,47,15
4553,91215,57,20
4554,79429,24,12
4555,112152,22,20
4556,138048,38,22
4557,199530,28,23
4558,168731,26,29
4559,107240,40,21
4560,193865,55,10
4561,143688,56,24
4562,76473,37,16
4563,126762,48,23
4564,136956,59,8
4565,148452,46,20
4566,156311,47,8
4567,37006,35,29
4568,104218,35,6
4569,194912,35,3
4570,62430,46,29
4571,53091,57,8
4572,194055,25,29
4573,53989,36,23
4574,105451,53,10
4575,48990,39,5
4576,120270,35,11
4577,110360,22,4
4578,66081,41,17
4579,172105,31,26
4580,138272,31,3
4581,46241,45,18
4582,154932,55,8
4583,35939,49,24
4584,143000,48,12
4585,65063,22,21
4586,188117,54,16
4587,77118,25,14
4588,114703,28,21
4589,182697,30,16
4590,158557,37,27
4591,57076,26,4
4592,74605,55,1
4593,114565,44,1
4594,69121,46,29
4595,61433,34,22
4596,73309,45,15
4597,97468,32,20
4598,97293,38,20
4599,126258,58,3
4600,198925,34,14
4601,68405,48,9
4602,73527,41,19
4603,107227,54,8
4604,161564,53,2
4605,169883,29,4
4606,123344,50,1
4607,185344,40,11
4608,77153,27,5
4609,138042,42,2
4610,84110,43,27
4611,175051,31,13
4612,58328,31,17
4613,142911,50,17
4614,42867,37,18
4615,89234,22,21
4616,55851,38,28
4617,61279,51,9
4618,103402,47,6
4619,45449,40,28
4620,106221,42,20
4621,119080,38,3
4622,35451,42,8
4623,117178,40,3
4624,93761,28,1
4625,68870,38,20
4626,126566,22,27
4627,153749,58,13
4628,153765,27,21
4629,154881,47,5
4630,191945,23,16
4631,158389,53,21
4632,55372,26,24
4633,33642,58,16
4634,189073,52,24
4635,64064,33,12
4636,44122,56,13
4637,185892,51,4
4638,98431,27,9
4639,85745,36,16
4640,80081,36,1
4641,169783,37,5
4642,179865,41,21
4643,169271,34,5
4644,106253,52,24
4645,66191,55,25
4646,40211,50,19
4647,141086,24,9
4648,182614,30,29
4649,192384,32,27
4650,131971,32,8
4651,123783,46,19
4652,155681,43,18
4653,117893,30,15
4654,188763,41,4
4655,107960,42,15
4656,114388,31,13
4657,52601,43,28
4658,179092,50,18
4659,169227,30,20
4660,197849,26,5
4661,49710,32,18
4662,138714,22,28
4663,185604,22,8
4664,158727,26,1
4665,179673,43,19
4666,93227,47,23
4667,166039,27,26
4668,114289,53,17
4669,181094,32,29
4670,35722,31,27
4671,188485,55,2
4672,111050,52,19
4673,113596,33,16
4674,96732,37,18
4675,173369,59,2
4676,98323,24,28
4677,53816,23,27
4678,70695,26,6
4679,180774,32,7
4680,186314,46,6
4681,85841,56,27
4682,158498,56,6
4683,137096,43,9
4684,122764,58,8
4685,115744,43,24
4686,58482,32,22
4687,39171,53,21
4688,130755,56,9
4689,138125,52,12
4690,160722,29,18
4691,136082,41,23
4692,33696,55,6
4693,156310,25,23
4694,181130,39,28
4695,181385,25,4
4696,49149,41,25
4697,160064,30,7
4698,83521,37,18
4699,75740,47,29
4700,136611,59,20
4701,166028,46,5
4702,96641,25,18
4703,93811,59,10
4704,93232,40,8
4705,45417,35,1
4706,185801,42,15
4707,142492,36,3
4708,60099,24,15
4709,191033,58,14
4710,173674,37,1
4711,148474,35,21
4712,39256,30,8
4713,64681,28,7
4714,121328,35,9
4715,73361,27,18
4716,64540,42,12
4717,187608,36,8
4718,114700,29,8
4719,108532,55,6
4720,157626,22,3
4721,163943,53,2
4722,76002,26,14
4723,79812,51,8
4724,183698,43,6
4725,138946,41,4
4726,96668,37,5
4727,129003,28,21
4728,72998,28,13
4729,134601,23,9
4730,37812,35,13
4731,91844,52,29
4732,163251,35,9
4733,104601,26,24
4734,169347,32,24
4735,77857,26,16
4736,155555,50,12
4737,50700,32,2
4738,123330,26,19
4739,174941,53,16
4740,182026,57,24
4741,192627,36,13
4742,93353,40,5
4743,130772,43,23
4744,121502,55,24
4745,143943,38,6
4746,139850,33,21
4747,75095,46,24
4748,175342,38,17
4749,191980,31,17
4750,45523,49,17
4751,92433,39,3
4752,49991,39,26
4753,40775,53,13
4754,114995,35,12
4755,177745,37,6
4756,152808,39,22
4757,188128,37,21
4758,167686,38,29
4759,37415,28,13
4760,178036,33,14
4761,198798,55,7
4762,67044,31,5
4763,198616,26,14
4764,79976,42,18
4765,193324,24,4
4766,33832,40,1
4767,64148,56,7
4768,142230,27,20
4769,115076,35,13
4770,68402,25,4
4771,68578,39,13
4772,120453,50,4
4773,183390,56,3
4774,105715,59,8
4775,141435,37,20
4776,181538,41,8
4777,125742,45,25
4778,75475,56,17
4779,90142,40,15
4780,187636,25,4
4781,183484,54,6
4782,123526,23,24
4783,81001,34,22
4784,87649,51,28
4785,196589,55,6
4786,174228,51,10
4787,184136,45,4
4788,55711,54,9
4789,60106,31,16
4790,95458,39,7
4791,177661,40,14
4792,160429,28,27
4793,131754,40,6
4794,168286,45,1
4795,156479,36,18
4796,188199,44,12
4797,166213,25,22
4798,58884,59,27
4799,32708,25,15
4800,48375,26,1
4801,45088,44,15
4802,87615,58,15
4803,140138,32,27
4804,40014,32,16
4805,164345,34,21
4806,132842,35,1
4807,191953,29,29
4808,108077,46,3
4809,169784,39,12
4810,82874,39,28
4811,99087,31,28
4812,42297,28,7
4813,57128,35,5
4814,98368,36,28
4815,108958,37,26
4816,62920,23,1
4817,172228,51,1
4818,172180,51,15
4819,192917,39,8
4820,163872,52,11
4821,163682,34,14
4822,107603,41,29
4823,63872,56,25
4824,40728,44,23
4825,125102,54,13
4826,152049,59,19
4827,50583,56,12
4828,115774,57,22
4829,168335,41,19
4830,156374,24,26
4831,180528,29,4
4832,121118,53,28
4833,95942,50,4
4834,43689,28,3
4835,194006,23,26
4836,63276,42,6
4837,131968,27,5
4838,180945,49,11
4839,43050,57,25
4840,96216,53,9
4841,114040,30,3
4842,51644,32,29
4843,92021,44,9
4844,198197,32,29
4845,72291,23,12
4846,196132,24,3
4847,162610,32,20
4848,197248,56,17
4849,71520,36,21
4850,55675,32,12
4851,179359,52,25
4852,30174,49,18
4853,122268,49,4
4854,64998,53,10
4855,173184,46,18
4856,135410,41,8
4857,105225,49,9
4858,74814,46,19
4859,115091,32,13
4860,80719,40,25
4861,159887,49,6
4862,63919,22,22
4863,103155,26,7
4864,101569,31,28
4865,71328,55,21
4866,54618,57,6
4867,64675,23,11
4868,48919,39,17
4869,34173,34,19
4870,139369,26,28
4871,56400,41,25
4872,100305,23,12
4873,198636,32,21
4874,118791,51,21
4875,189034,53,24
4876,100533,53,27
4877,133591,59,27
4878,171650,49,13
4879,161060,31,18
4880,179696,43,29
4881,69194,38,7
4882,139903,43,25
4883,161461,40,23
4884,129303,38,28
4885,143903,45,5
4886,97391,57,29
4887,174866,53,16
4888,88002,57,22
4889,65531,49,4
4890,34986,35,28
4891,62298,57,23
4892,31481,27,1
4893,86408,30,4
4894,151950,42,3
4895,177907,33,29
4896,155355,51,4
4897,57798,52,1
4898,121649,25,12
4899,94887,52,13
4900,49477,48,2
4901,178338,46,28
4902,157815,26,27
4903,157426,27,29
4904,172961,26,9
4905,54335,48,7
4906,172326,29,13
4907,116610,30,22
4908,41442,36,2
4909,76289,57,1
4910,83747,28,18
4911,67327,53,7
4912,177271,29,18
4913,102827,36,19
4914,136464,58,8
4915,161184,40,23
4916,117051,27,12
4917,180653,40,11
4918,89722,49,27
4919,122036,38,27
4920,177595,40,9
4921,96960,52,28
4922,49552,32,4
4923,171880,36,7
4924,184692,31,17
4925,30887,44,11
4926,61802,24,27
4927,115024,24,2
4928,148639,39,23
4929,148248,46,18
4930,111938,41,22
4931,152746,50,29
4932,56049,43,26
4933,107789,36,12
4934,114526,31,9
4935,168918,42,11
4936,76220,50,5
4937,76163,53,26
4938,164837,31,7
4939,147126,34,29
4940,111486,44,1
4941,105277,44,24
4942,134245,52,25
4943,152332,25,29
4944,52931,24,5
4945,119116,42,6
4946,85633,23,13
4947,81913,25,11
4948,124776,22,8
4949,55991,36,20
4950,134092,54,2
4951,171633,27,15
4952,177973,28,10
4953,125556,40,8
4954,92875,22,2
4955,186989,40,21
4956,92120,47,15
4957,163060,33,29
4958,140041,43,6
4959,158467,34,5
4960,175328,49,22
4961,148490,35,22
4962,156155,43,3
4963,58230,51,11
4964,89778,41,11
4965,75833,48,16
4966,52625,59,3
4967,62088,55,9
4968,133937,58,3
4969,106361,22,19
4970,118229,36,11
4971,165189,53,14
4972,120265,29,2
4973,127718,54,7
4974,90710,39,10
4975,124876,50,10
4976,60949,53,20
4977,183619,54,1
4978,98136,26,6
4979,141541,39,21
4980,91842,31,14
4981,56990,57,27
4982,177265,54,2
4983,60109,44,6
4984,160356,26,1
4985,180305,55,3
4986,158133,45,4
4987,195582,38,13
4988,31306,52,3
4989,33849,28,15
4990,42360,38,13
4991,141072,49,22
4992,124767,59,11
4993,198035,43,4
4994,84330,36,17
4995,81707,58,5
4996,48689,36,21
4997,59084,46,25
4998,70387,42,24
4999,104816,59,8
5000,32642,23,21
5001,72137,48,24
5002,92260,53,10
5003,176510,42,7
5004,78442,25,17
5005,133061,40,28
5006,164066,23,7
5007,155844,47,27
5008,129575,55,24
5009,31813,35,19
5010,123027,36,9
5011,153489,41,24
5012,114381,55,2
5013,85276,57,22
5014,71243,40,20
5015,90272,30,19
5016,95618,28,27
5017,31920,51,6
5018,136121,34,10
5019,106872,48,13
5020,111132,56,25
5021,32093,34,2
5022,42905,36,10
5023,151759,30,10
5024,185423,44,26
5025,60981,57,5
5026,103903,24,22
5027,100821,55,4
5028,139200,40,23
5029,112289,49,2
5030,146506,44,7
5031,108513,28,18
5032,180946,33,17
5033,168746,35,11
5034,80516,36,21
5035,99212,24,18
5036,163498,36,8
5037,160970,45,28
5038,120009,29,28
5039,191015,26,12
5040,74816,25,24
5041,34138,35,1
5042,121176,37,20
5043,105945,41,25
5044,34017,45,21
5045,40451,27,12
5046,123863,52,27
5047,40278,27,26
5048,73764,56,29
5049,153030,36,6
5050,162206,50,3
5051,92943,24,5
5052,125667,32,14
5053,84318,24,12
5054,133423,49,13
5055,133998,31,13
5056,90128,54,29
5057,51869,37,17
5058,35039,31,24
5059,182353,54,27
5060,142935,57,15
5061,40442,24,6
5062,103788,26,12
5063,149729,33,2
5064,57586,34,4
5065,83053,45,20
5066,116346,53,25
5067,97087,37,25
5068,173697,53,21
5069,64397,58,12
5070,88671,57,3
5071,146214,42,17
5072,96897,33,6
5073,187221,42,24
5074,166355,42,17
5075,168682,27,27
5076,44924,30,17
5077,143143,22,11
5078,140253,33,23
5079,130297,35,7
5080,30869,27,2
5081,127088,22,19
5082,31014,43,2
5083,40103,55,22
5084,140317,32,29
5085,194530,24,13
5086,112409,27,24
5087,53248,27,24
5088,190133,41,16
5089,185242,42,17
5090,38024,23,11
5091,115947,47,9
5092,180368,52,27
5093,121829,47,24
5094,122708,53,9
5095,116664,31,29
5096,179329,44,14
5097,173927,27,13
5098,115178,44,25
5099,131121,49,11
5100,50025,51,12
5101,165530,35,22
5102,93610,58,3
5103,100843,53,1
5104,137237,55,27
5105,160299,43,8
5106,199578,52,26
5107,35668,28,19
5108,103233,42,13
5109,185489,37,7
5110,111982,41,13
5111,136133,40,26
5112,40751,53,6
5113,76218,36,3
5114,156649,26,6
5115,37352,32,28
5116,118835,36,3
5117,127493,50,13
5118,58927,25,13
5119,131948,57,25
5120,59493,44,13
5121,61707,36,1
5122,168368,24,29
5123,186470,53,8
5124,65842,31,5
5125,43261,59,20
5126,106709,43,17
5127,125985,35,9
5128,136616,38,13
5129,97173,42,25
5130,61781,36,13
5131,43652,36,5
5132,35103,22,14
5133,55500,45,11
5134,130336,33,25
5135,196601,31,26
5136,143499,52,14
5137,179524,32,25
5138,79393,37,7
5139,192246,30,24
5140,196508,35,17
5141,77406,40,4
5142,93059,52,10
5143,177026,30,10
5144,112722,57,15
5145,42356,47,20
5146,158128,29,12
5147,32187,45,9
5148,107243,29,3
5149,65098,40,15
5150,182297,51,12
5151,164678,43,26
5152,87620,30,15
5153,193900,25,26
5154,156270,58,1
5155,187561,29,15
5156,44387,22,11
5157,99463,49,5
5158,163663,27,7
5159,121683,57,12
5160,92061,32,20
5161,111257,26,25
5162,91753,45,6
5163,114774,39,22
5164,172159,41,3
5165,191888,49,10
5166,53408,34,26
5167,154116,26,21
5168,161208,51,26
5169,47413,22,22
5170,143650,43,4
5171,89500,39,13
5172,114514,26,19
5173,86358,52,5
5174,96197,27,23
5175,193926,48,27
5176,106240,46,22
5177,46322,50,18
5178,143053,49,1
5179,36968,37,21
5180,57518,33,21
5181,81925,41,28
5182,141900,39,16
5183,123422,55,16
5184,31700,44,16
5185,123782,48,28
5186,53199,38,22
5187,193187,42,19
5188,35520,52,16
5189,139814,24,1
